#Tax ID;Gene ID;PubMed ID (PMID) list;last update timestamp;GeneRIF text
552;2827927;27206522;17/12/2016 10:11;Data demonstrate roles for HrcU and HrpP in regulating T3S and represent the first attempt in understanding type III secretion system heirarchy in E. amylovora. [HrcU and HrpP ]
552;2827927;27753193;28/07/2018 10:05;the activation of cellulose biosynthesis in E. amylovora is a c-di-GMP-dependent process, through allosteric binding to the cellulose catalytic subunit BcsA. BcsZ is a key player in c-di-GMP activation of cellulose biosynthesis.[BcsA, BcsZ]
552;2827927;27845410;19/05/2018 10:39;These findings demonstrated that CsrA plays a critical role in E. amylovora virulence and suggested that negative regulation of virulence by GacS/GacA acts through csrB sRNA, which binds to CsrA and neutralizes its positive effect on T3SS gene expression, flagellar formation and amylovoran production.
552;2827927;27862834;28/07/2018 11:19;complementation analyses demonstrated the important role of copA for copper tolerance in E. amylovora, not only in vitro, but also in inoculated pear shoots.[copA]
552;2827927;27917839;02/12/2017 11:03;Characterization and 1.57 A resolution structure of the key fire blight phosphatase AmsI from Erwinia amylovora has been reported. [AmsI]
552;2827927;28965178;17/02/2018 10:06;These findings suggest that E. amylovora recruits multiple stimuli-sensing systems, including HrpX/HrpY, the Rcs phosphorelay system and the Gac-Csr system, to regulate hrpS and T3SS gene expression.
552;2827927;31138749;15/02/2020 13:26;This study investigates how the small RNA ArcZ regulates motility at the transcriptional level and identifies the transcription factor Lrp as a novel participant in the regulation of several virulence-associated traits [Lrp].
552;2827927;31550400;19/12/2020 13:45;A host target of a bacterial cysteine protease virulence effector plays a key role in convergent evolution of plant innate immune system receptors.
552;2827927;32839177;13/04/2021 10:07;Virulence Genetics of an Erwinia amylovora Putative Polysaccharide Transporter Family Member.
552;2827927;34480830;29/01/2022 11:17;The Arac-like transcriptional regulator YqhC is involved in pathogenicity of Erwinia amylovora.
553;8948600;26985943;28/01/2017 11:20;The study showed that ice nucleation of P. ananatis isolated from Maize White Spot depends on the presence of the ina gene in the bacterial genome (inaA).
553;8948600;30666752;11/04/2020 12:13;This study reports that the gene SAMN03097714_1080 from the P. ananatis indeed, encode for an N-formyltransferase, hereafter referred to as PA1080c. the X-ray structure of PA1080c, determined to 1.7 A resolution, shows that the enzyme adopts the molecular architecture observed for other sugar N-formyltransferases. [N-formyltransferase]
554;3292998;27028675;22/04/2017 11:03;Tertiary and quaternary structures of 2-keto-3-deoxy-D-gluconate dehydrogenase KduD and its complex with NADH were determined at high resolution (approximately 1.6 A) by X-ray crystallography. [KduD]
554;3292998;29215184;30/03/2019 11:56;"In this work the specific activity of a nitrile reductase from Pectobacterium carotovorum was successfully increased from 354 to 526 U gprot(-1) by engineering the substrate binding pocket; moreover, the thermostability was also improved ( approximately 2-fold), showing half-lives of 140 and 32 h at 30 and 40 degrees C, respectively. [Nitrile Reductase]"
554;3292998;30446961;13/07/2019 12:23;biochemical and biophysical assays provided data highlighting the influence of solubilization and storage into L-asparaginase from Erwinia carotovora, structure, stability, and activity.[L-asparaginase]
554;3292998;33109756;24/07/2021 11:11;FusB Energizes Import across the Outer Membrane through Direct Interaction with Its Ferredoxin Substrate.
554;3292998;33465378;04/09/2021 11:42;Structure-function analysis of pectate lyase Pel3 reveals essential facets of protein recognition by the bacterial type 2 secretion system.
556;52271639;32364696;23/01/2021 12:58;Mechanism of Catalysis by l-Asparaginase.
562;1238683;17962420;21/01/2010 0:00;A critical regulatory protein, CI, is essential to the behavior of the phage lambda regulatory circuit. In the lysogenic state.
562;1238709;21501364;01/10/2011 12:07;Collectively, these results support that Sat triggers autophagy in epithelial cells that relies on its cell-detachment effect.
562;1238710;15257292;21/01/2010 0:00;Donor DNA binding by the TnsA/TnsC(495-555) complex is correlated with the activation of the TnsAB transposase
562;1238710;23674682;03/08/2013 12:00;TnsA and TnsB interact and TnsA can stimulate two key TnsB activities, end binding and end pairing.
562;1238711;24982178;20/09/2014 12:17;nsC interacts directly with TnsB, and identify the specific region of TnsC involved in the TnsB-TnsC interaction during transposition.
562;1238712;15257292;21/01/2010 0:00;Donor DNA binding by the TnsA/TnsC(495-555) complex is correlated with the activation of the TnsAB transposase
562;1238712;24982178;20/09/2014 12:17;nsC interacts directly with TnsB, and identify the specific region of TnsC involved in the TnsB-TnsC interaction during transposition.
562;1238713;24982178;20/09/2014 12:18;TnsC interacts directly with the target selector protein TnsD
562;1238724;17259614;21/01/2010 0:00;It is proposed that TraJ is a functional part of the IncH-type coupling protein complex required for translocation of DNA through the cytoplasmic membrane.
562;1238761;17331537;21/01/2010 0:00;Conformational intermediate in E. coli topoisomerase III-DNA complexes.
562;1238761;18570879;21/01/2010 0:00;RecQ-like DNA helicases pair with cognate topoisomerase III enzymes to function in the maintenance of genomic integrity.
562;1238770;16672615;21/01/2010 0:00;The role of conserved amino acid residues in the polymerase domain of Escherichia coli primase has been studied by mutagenesis
562;1446481;20695900;08/01/2011 10:55;Mutations within a predicted helix-turn-helix DNA-binding motif reduced binding and decreased mating efficiency
562;1446481;21774634;17/12/2011 11:59;the cysteine residues within the PAS domain could be the part of a metal-containing redox centre that plays a key role in the transcriptional activation of the P(Y) operon by TraJ.
562;1446481;30322855;28/09/2019 11:32;These data reveal the cooperativity of TraJ and ArcA during F plasmid PY promoter activation and provide insights into the regulatory circuit controlling F-family plasmid-mediated bacterial conjugation.
562;1446497;29966652;19/01/2019 10:03;The current report, demonstrates the physical interaction of TraW and TrbC and shows that TraW preferentially interacts with the N-terminal domain of TrbC, and this interaction is important in restoring conjugation in traW/trbC knockouts.
562;1446498;16272376;21/01/2010 0:00;"Fplasmid TraN appears to have two domains: the N-terminal region is involved in OmpA interaction with OmpA during MPS; and the C-terminal region, which is rich in conserved cysteine residues, is essential for conjugation."
562;1446514;16984922;21/01/2010 0:00;TraI is a highly processive monomeric helicase
562;1446514;17890221;21/01/2010 0:00;the metal-binding His cluster in TraI is a finely tuned structure that achieves a sufficient affinity for metal while avoiding the unfavorable electrostatics that would result from placing an acidic residue near the scissile phosphate of the bound ssDNA
562;1446514;19767439;21/01/2010 0:00;Activity of TraI was enhanced by the relaxosome components TraM and integration host factor(ihfA and ihfB). The magnitude of stimulation depended on the proximity of the specific protein binding sites to the position of open DNA.
562;1446514;20435720;26/07/2010 11:03;These results suggest that the apparent negative cooperativity of binding to the two ssDNA binding sites of TraI serves a major regulatory function in F transfer.
562;1446514;22066957;17/03/2012 11:44;A ternary complex of plasmid oriT, TraD and a novel activation domain within the N-terminal 992 residues of TraI contributes a key mechanism involving relaxase-associated properties of TraI, protein interaction and the TraD ATPase.
562;1446514;24898939;24/10/2015 11:20;Generate models of intact TraI to elicit structure activity relationships.
562;1446522;16113321;21/01/2010 0:00;mutant of EPEC strain E2348/69 demonstrates close adherence to the epithelial cells of porcine ileal in vitro organ culture segments, with microvillous effacement but with no evidence of actin polymerization or pedestal formation
562;1446522;16436373;21/01/2010 0:00;the virulence mechanism of Tir is that Tir is released into the cytoplasm by the type III translocon and then independently inserts into the plasma membrane from a cytoplasmic location
562;1446522;24675776;08/11/2014 12:51;We propose that Crk adaptor proteins inhibit actin polymerization by competing with Nck binding to Tir.
562;1446526;16514151;21/01/2010 0:00;MBD (MerR metal-binding domain) expressed on the cell surface and in the cytosol afforded improved survival from Hg(II) exposure for E. coli
562;1446534;22923600;26/01/2013 11:15;These results suggest that Orf16 acts as a molecular measuring device in a way similar to that of members of the Yersinia YscP and flagellar FliK protein family.[Orf16]
562;1446554;17955352;21/01/2010 0:00;review of ArsAB and ArsD function
562;1446554;25183649;25/07/2015 11:32;An electrostatic interface favors reversible interaction between ArsA and ArsD.
562;1446571;20499660;19/07/2010 12:05;Appearing of infection among hospitalized newborn babies showed no relation with the frequency isolation of strains with ESBL phenotype during the period of the study at hospital.
562;1446571;23330672;31/08/2013 11:14;Plasmid factor may be involved in RecA-independent IS26-blaSHV-5 amplification.
562;1446589;16306264;21/01/2010 0:00;plasmid separation is driven by the polymerization of SopA
562;1446589;17166176;21/01/2010 0:00;"results suggest that in vivo, SopB smothers DNA by spreading from sopC, allowing SopA-ATP polymerization which initiates plasmid displacement; we propose that SopB and nucleoid DNA regulate SopA polymerization and hence partition"
562;1446590;17166176;21/01/2010 0:00;"results suggest that in vivo, SopB smothers DNA by spreading from sopC, allowing SopA-ATP polymerization which initiates plasmid displacement; we propose that SopB and nucleoid DNA regulate SopA polymerization and hence partition"
562;1446601;16677671;21/01/2010 0:00;Results provide evidence for a previously undetected intermediate along the pathway to forming the binding protein (SSB)-single-stranded DNA (65) complex.
562;1446621;20600128;27/09/2010 12:28;suggest a three-step recognition mechanism of DNA recognition by the restriction enzyme EcoRV
562;2693957;17455912;21/01/2010 0:00;Helix 3 of colicin E1 channel peptide is appressed to the surface of the bacterial outer membrane with its N-terminus more deeply buried within the interfacial region of the bilayer than its C-terminus.
562;2693957;27596846;06/05/2017 11:00;analysis of 3D spatial orientation of helix I in the closed state of the colicin E1 channel domain by FRET
562;2693967;16299381;21/01/2010 0:00;analysis of the membrane-bound conformation of helix 1 in the colicin E1 channel domain
562;2693967;17710646;21/01/2010 0:00;Results suggest that the peptides could be involved in the toroidal pore formation of colicin E1, notably by disturbing the lipids and facilitating the insertion of the other, more hydrophilic, helices that will form the pore.
562;2716462;21143323;23/04/2011 10:04;The catalytic domain of TraI is necessary for efficient conjugative transfer.
562;2716475;16751571;21/01/2010 0:00;When tetracycline was present, tetA reduced acid tolerance and increased concentrations of total soluble proteins in stationary-phase Escherichia coli.
562;2716475;17517833;21/01/2010 0:00;interdomain loop mutation Asp190Cys of TetA(B) decreases affinity for tetracycline
562;2716475;23119068;11/05/2013 13:11;Data suggest that a population of TetA-YFP molecules have very high mobility at short length scales but are constrained to slower diffusion on longer length scales.
562;2716475;26969122;22/10/2016 10:19;The expression of tetR and tetA is tetracycline concentration- and growth phase-dependent.
562;2716476;16128817;21/01/2010 0:00;effect of mutations in the DNA reading head-core interface on the effector specific TetR(i2) variant
562;2716479;19485421;21/01/2010 0:00;The functional role of the carboxylated lysine (K70) of OXA-1 in the acylation and deacylation reactions was studied.
562;2716485;17295678;21/01/2010 0:00;emphasises of the epidemic potential of multiple-antibiotic-resistant CTX-M-15-producing E. coli in a country with low antibiotic usage and low prevalence of antimicrobial resistance.
562;2716485;18334490;21/01/2010 0:00;The characerization of an E. coli clone producing CTX-M-15 that is spreading through Europe and Africa is reported.
562;2716485;21288137;01/10/2011 11:03;CTX-M-15 extended spectrum beta-lactamase has emerged and became dominant among Escherichia coli isolates from Tunisian children.
562;2716485;21443499;24/12/2011 11:50;X-ray diffraction data from CTX-M-15 crystal have been collected to 1.46 A resolution using synchrotron radiation. [CTX-M-15]
562;2716485;26169409;28/06/2016 11:43;Residues distal to the active site contribute to enhanced catalytic activity of variant and hybrid beta-lactamases derived from CTX-M-14 and CTX-M-15.
562;2716485;29883247;16/05/2020 12:12;E. coli isolates were identified producing both CTX-M-15 and Aac(6')Ib-cr enzymes and carrying two substitutions in GyrA and two substitutions in ParC
562;2716489;29966652;19/01/2019 10:03;The current report, demonstrates the physical interaction of TraW and TrbC and shows that TraW preferentially interacts with the N-terminal domain of TrbC, and this interaction is important in restoring conjugation in traW/trbC knockouts.
562;2716495;26785931;28/06/2016 10:40;"Data suggest C-terminal region of traF with predicted thioredoxin-like domain is quite structured; N-terminal region, predicted to interact with traH (conjugal transfer pilus assembly protein traH) in intact type 4 secretion system, is more dynamic."
562;2716518;17483090;21/01/2010 0:00;SSB is a broadly conserved RecQ-binding protein
562;2716518;26766785;22/10/2016 10:22;Results show that SSB localizes PriA and RecG to the vicinity of the inner membrane in the absence of DNA damage. Localization requires that SSB be in excess over the DNA helicases and the SSB C-terminus and both PriA and RecG be present.
562;2716518;28590137;29/07/2017 10:50;"Data suggest that, during human DNA replication, restricting PCNA (proliferating cell nuclear antigen) to the vicinity of its DNA target site is important; PCNA can be maintained at or near primer/template junctions during DNA synthesis by RPA (replication protein A) or SSB (single-stranded DNA-binding protein); here, the SSB used was from Escherichia coli."
562;2716518;28615444;26/08/2017 13:11;Data suggest that human mitochondrial SSB shares many physicochemical properties with E coli SSB and that the differences may be explained by the lack of an acidic, disordered C-terminal tail in human mitochondrial SSB protein. (SSB = single-stranded DNA-binding protein)
562;2716518;28778884;26/08/2017 12:44;"Data suggest that human mitochondrial SSB and E coli SSB both protect and expose single-stranded DNA; implications from these studies toward understanding DNA replication and DNA repair abound. (SSB = single-stranded DNA-binding protein) [EDITORIAL]"
562;2716518;29588158;01/06/2019 13:03;REVIEW: dynamics of E. coli single stranded DNA binding (SSB) protein-DNA complexes
562;2716518;30053104;13/07/2019 10:59;ssDNA-binding protein (SSB) induces a third 'fast' unwinding mode four times faster than the normal RecQ mode and enhances the overall helicase activity. SSB stimulation was, furthermore, observed in the RecQ deletion variants, including the variant missing the WH domain.
562;2716540;15213455;21/01/2010 0:00;NMR assignments for TEM-1
562;2716540;15326193;21/01/2010 0:00;Tyr-105 is important in substrate stabilization and discrimination in TEM-1 beta-lactamase.
562;2716540;15666541;21/01/2010 0:00;pH-dependent quenching of the fluorescence of tryptophan residues of TEM-1 beta-lactamase from E. coli.
562;2716540;18706424;21/01/2010 0:00;Increased folding stability of TEM-1 beta-lactamase by in vitro selection.
562;2716540;18822298;21/01/2010 0:00;The data suggest that L201P promotes tolerance of some deleterious TEM-1 mutations by enhancing the protein stability of these mutants.
562;2716540;21742679;15/10/2011 10:53;'cefpiromase' or 'cefepimase' phenotype of the clinical isolates non-susceptible to cefpirome and cefepime resulted from high expression of TEM-1 or OXA-1
562;2716540;25723163;02/05/2015 11:43;analyze the fitness effects of all single mutations in TEM-1 beta-lactamase (4,997 variants) under selection for the wild-type function (ampicillin resistance) and for a new function (cefotaxime resistance). Tolerance to mutation in this enzyme is bimodal and dependent on the strength of purifying selection in vivo.
562;2716540;26004540;29/08/2015 11:18;The structural basis of sign epistasis between G238S and R164S, two adaptive mutations in TEM-1 beta-lactamase--an enzyme that endows antibiotics resistance.
562;2716540;27708258;29/09/2018 10:18;analysis of the role of TEM-1 beta-lactamase in antibiotic resistance
562;2716549;18247525;21/01/2010 0:00;"Data conclude that YciA is responsible for the efficient, ""seemingly"" indiscriminant, CoA-regulated hydrolysis of cellular acyl-CoA thioesters and hypothesize that this activity may support membrane biogenesis."
562;2716946;17939681;21/01/2010 0:00;The structure of the RepA hexamer, in solution, differs considerably from the crystal structure of the enzyme. Both fluorescence energy transfer and analytical ultracentrifugation data indicate a significant conformational flexibility of the RepA hexamer
562;2716946;25543255;03/10/2015 10:31;The intracellular and cytotoxic RepA-WH1 aggregates might reproduce the hierarchical assembly of human amyloidogenic proteins.
562;2716946;27040981;14/01/2017 11:12;Studied amyloidogenesis of the 'winged-helix' N-terminal domain of E. coli RepA (WH1).
562;2827929;15014439;21/01/2010 0:00;2.0 A resolution crystal structure of the complex between the toxic domain of Colicin D and its immunity protein ImmD (Colicin D and ImmD)
562;2827929;15213443;21/01/2010 0:00;resonance assignment of a 'donor-strand complemented' AfaE from Escherichia coli [AfaE or Afa-3]
562;2827929;15583337;21/01/2010 0:00;CNF1 is a candidate virulence factor in E coli infections in ferrets [CNF1]
562;2827929;15627395;21/01/2010 0:00;Analysis of the pH dependence of enzyme stability provides evidence that stable penicillin acylase conformation is maintained by salt bridges [penicillin acylase]
562;2827929;15690954;21/01/2010 0:00;The saa gene is commonly associated with bovine eae-negative verotoxin-producing Escherichia coli (VTEC) strains but not with ovine or caprine VTEC strains. [saa]
562;2827929;15845460;21/01/2010 0:00;EspG modulates enteropathogen's host cytoskeleton function involving transient microtubule destruction and actin polymerization [EspG]
562;2827929;15853893;21/01/2010 0:00;Data show that expression of TetD activates transcription of a subset of the SoxS/MarA/Rob regulon genes and confers resistance to redox-cycling compounds and antibiotics [TetD].
562;2827929;15946951;21/01/2010 0:00;An exxmination of crystal structure and substrate specificity of this enzyme (isoaspartyl aminoptidase0
562;2827929;15951570;21/01/2010 0:00;ParG protein is shown to be a transcriptional repressor of the parFG genes. (ParG protein)
562;2827929;15952768;21/01/2010 0:00;The structure of isoenzyme B (CysM) from Escherichia coli was established in a hexagonal crystal form at 2.7 A resolution. (CysM)
562;2827929;16166536;21/01/2010 0:00;the TolB box sequence in ColE9 is actually larger than the pentapeptide and extends from residues 34 to 46[COLE9]
562;2827929;16228285;21/01/2010 0:00;intrinsic differences between Tir from enterohemorrhagic and enteropathogenic strains of E coli were determined [Tir]
562;2827929;16239563;21/01/2010 0:00;"The role of the afaE and afaD genes in the mortality of pregnant rats from intrauterine infection with E. coli is reported.[afaE; afaD]"
562;2827929;16364916;21/01/2010 0:00;Results describe the crystal structure of the complex between E. coli RF1 and PrmC bound to the methyl donor product AdoHCy [RF1].
562;2827929;16624801;21/01/2010 0:00;biochemical analysis of binding of cytochrome bo3 from Escherichia coli
562;2827929;16707668;21/01/2010 0:00;TolC and VceC are interchangeable for the functioning of the AcrAB and VceAB pumps. (VceC)
562;2827929;16707672;21/01/2010 0:00;Recomsbinant F1F0 ATP synthasewas blocked in ATP hydrolysis activity, and this activity was stimulated by the detergent lauryldimethylamine oxide. (F1F0-ATP synthase)
562;2827929;16842368;21/01/2010 0:00;Phosphorylation and dephosphorylation of poly(A) polymerase I (PAP I) effects the activity of the enzyme.
562;2827929;16848790;21/01/2010 0:00;Study reports that EPEC strain B171 produces a functional Cif and that delivery of purified Cif into HeLa cells induces cell cycle arrest and actin stress fibres, implying that Cif is necessary and sufficient for these effects. [Cif protein]
562;2827929;16861679;21/01/2010 0:00;Our results indicate that BarA-UvrY regulates virulence properties in Avian Pathogenic E. coli (APEC) [BARA, UvrY]
562;2827929;16885462;21/01/2010 0:00;fine-tuning of the CRP activity may be critical for bacterial viability and adaptability to changing osmotic conditions [crp]
562;2827929;16894158;21/01/2010 0:00;Results identify the 16-residue TolB binding epitope in the natively disordered T-domain of the nuclease colicin E9 (ColE9) and present the crystal structure of the complex [ColE9].
562;2827929;16933603;21/01/2010 0:00;Isolates with LEE + HPI gene were more frequently detected in diarrheic swine than in edematous swine and edematous/diarrheic swine.[IEE]
562;2827929;17015654;21/01/2010 0:00;The presence of the tetracycline resistance determinant tet(M) in human clinical isolates of Escherichia coli is described for the first time in this report [tet(M)]
562;2827929;17093030;21/01/2010 0:00;multiple genes associated with biofilm formation are regulated by aggR.[AggR]
562;2827929;17096428;21/01/2010 0:00;Homologous AroQ chorismate mutases from the thermophile Methanococcus jannaschii & the mesophile Escherichia coli were compared as to their capacity to accommodate extensive mutation. There were 10% less functional variants in the E coli AroQ.
562;2827929;17261809;21/01/2010 0:00;"Stimulates ATP hydrolysis by ParF approximately 30-fold.  The mobile tails of ParG are crucial for this enhancement; arginine R19 within the tail is absolutely required.  (ParG)"
562;2827929;17302825;21/01/2010 0:00;data suggest that Hbp can fold in the periplasm but must retain a certain degree of flexibility and/or modest width to allow translocation across the outer membrane [Hbp]
562;2827929;17314059;21/01/2010 0:00;The toxicity of EHEC-Hly to microvascular endothelial cells plausibly contributes to the virulence of the stx-negative E. coli O26 strains and to the pathogenesis of HUS. [Hly]
562;2827929;17351038;21/01/2010 0:00;The EAEC strain 60A imp operon differs structurally from previously described homologs [impB, strain 60A]
562;2827929;17382555;21/01/2010 0:00;we observed that MCP-1, and IL-8 to a lower extent, is produced in urine at higher concentrations in UTIs caused by UPECs carrying alpha-hly/cnf1 [cnf1]
562;2827929;17442572;03/03/2008 10:43;nleA is involved in the ability of bacteria to transmit between hosts.
562;2827929;17620350;21/01/2010 0:00;Rabbit-specific enteropathogenic Escherichia coli plasmid-encoded autotransporter adhesin.  (RpeA)
562;2827929;17683883;21/01/2010 0:00;Selection for F18(+)E. coli resistant pigs might be an attractive approach to prevent pigs from F18(+)E. coli infections, unlike to what has previously been postulated.
562;2827929;17729276;21/01/2010 0:00;computational analysis of the electrostatic properties of Lpp-56 (Braun's E. coli outer membrane lipoprotein (Lpp-56)) combining molecular dynamics simulations and continuum pK calculations
562;2827929;17873039;21/01/2010 0:00;All four components of the yej locus are required for microcin sensitivity in E. coli.[Yej]
562;2827929;17933489;21/01/2010 0:00;These results show that the DsbA is required for stable expression of outer membrane secretin EscC. [DsbA, EscC in strain 2348/69]
562;2827929;17933890;21/01/2010 0:00;the N-terminal third of mature AIDA-I is involved in binding of this protein to cultured epithelial cells.[Aida-I]
562;2827929;17936013;21/01/2010 0:00;A 3-dimensional map of melibiose permease was calculated from data obtained by electron crystallography. melB.
562;2827929;17984209;21/01/2010 0:00;"Enteropathogenic Escherichia coli O125:H6 lacks the ability to utilize either Nck or TccP/TccP2 and hence triggers actin polymerization in vitro only inefficiently.[TccP; TccP2]"
562;2827929;18005731;21/01/2010 0:00;Here we demonstrate that NleA compromises the Sec23/24 complex, a component of the mammalian COPII protein coat that shapes intracellular protein transport vesicles, by directly binding Sec24. [NleA]
562;2827929;18025097;21/01/2010 0:00;SitABCD, MntH, and FeoB could potentially promote bacterial survival during infection by facilitating the transport of these trace metals and by countering oxidative stress during infection of the host. [SitA, B, C & D, MntH, FeoB in strain 7122]
562;2827929;18029421;21/01/2010 0:00;"mutagenesis study on intimin-binding domain of EPEC TIR & how mutations affect TIR-intimin association; a three-residue TIR hot spot is identified that mediates interaction; mutants altering beta-hairpin structure of TIR diminish binding affinity [TIR]"
562;2827929;18039830;21/01/2010 0:00;the results suggest that PapB and FocB can form heterodimers and that these complexes can repress expression of the foc operon.[PapB and FocB in strain J96]
562;2827929;18086185;21/01/2010 0:00;Binding kinetics, mutational analysis and spectroscopic examination of CEA dimers suggest that Dr adhesins can dissociate CEA dimers prior to the binding of monomeric forms.[Dr adhesin]
562;2827929;18154319;21/01/2010 0:00;The superb activity of the 8-oxoguanine glycosylases Fpg, hOGG1, and Ntg1 toward removal of FapyG and FapyA in vitro suggests that these enzymes may act upon these oxidized lesions in vivo.(Fpg)
562;2827929;18160475;21/01/2010 0:00;Hek-mediated adherence is dependent on binding to glycosoaminoglycan. The ability to hemagglutinate, autoaggregate, adhere, and invade is contingent on a putative 25-amino-acid loop that is exposed to the outside of the bacterial cells.
562;2827929;18160483;21/01/2010 0:00;These results suggest that TolC promotes the aggregation and adhesion of EAEC 042 by secreting an assumed humoral factor.[TolC in strain EAEC 042]
562;2827929;18167139;21/01/2010 0:00;In the strain of Escherichia coli K1, data suggest the presence of two domains in the molecular structure of IbeA, with differential unfolding stabilities [IbeA]
562;2827929;18174135;21/01/2010 0:00;The paper demonstrates a direct link between FyuA and biofilm formation in iron-poor environments. [FyuA]
562;2827929;18206967;21/01/2010 0:00;Inserting a Phe near C46 in AhpC makes it inactive as a peroxidase. Some point mutants confer exhibit an enhanced reductase activity toward mixed disulfides between glutathione and glutaredoxin. [AhpC]
562;2827929;18271752;21/01/2010 0:00;Data demonstrate that the conserved 'amphiphilic' feature of HdeA is essential for exhibiting chaperone-like activity under extremely low pH conditions.
562;2827929;18310018;21/01/2010 0:00;the pattern of suppression suggests that two distinct sites on FliG interact with FliM, perhaps with two FliM molecules in a dimer per molecule of FliG.[FliM and FliG in strain HCB1]
562;2827929;18312396;21/01/2010 0:00;the rpoS tnaB double mutant exhibited decreased adherence.[rpoS and tnaB in strain AIEC O83:H1]
562;2827929;18327421;21/01/2010 0:00;GrlA upregulates the expression of LEE through binding of the LEE1 promoter, which in turn increases the level of LEE-encoded regulator allowing it to function as a downstream activator. [GrlA, Lee]
562;2827929;18366439;21/01/2010 0:00;Without l-rhamnose, RhaS does not effectively bind DNA while RhaR does not effectively contact RNAP. Upon l-rhamnose binding, both proteins undergo structural changes that enable transcription activation.[RhaS, RhaR in strain SME3000]
562;2827929;18367349;21/01/2010 0:00;The linkage between class 1 integrans, the dfrA12-orfF-aadA2 cassette array, and sul3 in multidrug resistant E. coli, is reported.[sul3]
562;2827929;18408035;21/01/2010 0:00;findings demonstrate for that immunity release from enzymatic colicins occurs immediately after reduction of the disulfide bond of ColE9s-s leading to unfolding of the helical hairpin [ColE9]
562;2827929;18443089;21/01/2010 0:00;From these data, we speculate that Hly hemolysin (HlyA) and cytotoxic necrotizing factor type 1 (CNF1), may be largely responsible for the signs and symptoms of cystitis in humans infected with toxigenic UPEC. [HlyA, CNF1]
562;2827929;18452948;21/01/2010 0:00;Results describe mapping studies of the epitopes of three NhaA-specific conformational monoclonal antibodies, two of which drastically inhibit the antiporter.
562;2827929;18455185;21/01/2010 0:00;Results describe the crystal structure of QOR2, a new type of NADPH-dependent quinone oxidoreductase from Escherichia coli [QOR2].
562;2827929;18466920;21/01/2010 0:00;Results present a structural characterisation of a conformational state populated at low pH by the N-terminal domain of Escherichia coli HypF [HypN-F].
562;2827929;18524928;21/01/2010 0:00;[strain MC4100, genes IbpA and IbpB] IbpA/B protect Escherichia coli cells from oxidative damage caused by copper
562;2827929;18550551;21/01/2010 0:00;[strain YU423, glucose dehydrogenase]
562;2827929;18573620;21/01/2010 0:00;the first report of aac (6')-Ib-cr gene in E. coli isolates from food-producing animals [(6')-Ib-cr]
562;2827929;18574554;21/01/2010 0:00;the emergence of CTX-M-1-producing E. coli in western Austria may be attributed to multiple independent events [CTX-M-1]
562;2827929;18599630;21/01/2010 0:00;Our findings suggest that one function of chaperonins may involve trapping unfolded proteins and subsequently exposing them to a microenvironment in which the hydrophobic effect, a crucial thermodynamic driving force for folding, is enhanced. [GroEL]
562;2827929;18650806;21/01/2010 0:00;EspF(U) activates N-Wiskott-Aldrich syndrome protein by competitively disrupting the autoinhibited state [E.Coli O157:H7 strain not specified, EspF(U)]
562;2827929;18650809;21/01/2010 0:00;EspF(U) forms an amphipathic helix that binds the GTPase binding domain, mimicking interactions of the VCA domain in autoinhibited WASP.  [E.Coli O157:H7 strain not specified, EspF(U)]
562;2827929;18657609;21/01/2010 0:00;While deletion of the N-terminal affected the expression level of AIDA-I, the protein was still exported to the outer membrane and glycosylated. [AIDA-I]
562;2827929;18674541;21/01/2010 0:00;Results provide experimental evidence for the existence of a stable half-barrel subdomain in the (beta/alpha)8-barrel fold of TrpF [TrpF].
562;2827929;18704088;21/01/2010 0:00;"the solution structure of the apo-thiolation-thioesterase (T-TE) di-domain fragment of the Escherichia coli enterobactin synthetase EntF NRPS subunit [no strain specified; EntF]"
562;2827929;18799743;21/01/2010 0:00;demonstrate a magnetic-field effect on the photochemical yield of a flavin-tryptophan radical pair in Escherichia coli photolyase [no strain indicated, DNA photolyase]
562;2827929;18845161;21/01/2010 0:00;A crystal structure of Cif is presented, revealing it to be a divergent member of the superfamily of enzymes including cysteine proteases and acetyltransferases that share a common catalytic triad.[Cif]
562;2827929;18946693;21/01/2010 0:00;crystal structure of Escherichia coli bacterioferritin has been solved to 1.9 A [bacterioferritin]
562;2827929;18982424;21/01/2010 0:00;Antisense ribozymes that act on the DNA gyrase A subunit can also induce recA.[recA, DNA gyrase]
562;2827929;19013177;21/01/2010 0:00;Hsp15 translocates the tRNA moiety from the A site to the P site of stalled 50S subunits. By stabilizing the tRNA in the P site, Hsp15 indirectly frees up the A site, allowing a release factor to land there and cleave off the tRNA.
562;2827929;19134121;21/01/2010 0:00;Both flagellum filament assembly and the motor proteins MotA and MotB appeared to be required for E. coli AL511 uptake into collecting duct cells. [MotA, MotB]
562;2827929;19159328;21/01/2010 0:00;In solution, the periplasmic loop P2 of MalF interacts with MalE in a manner independent of maltose. MalF-P2 adopts a well-defined tertiary structure independent of other parts of the transporter. (MalF) and (MalE)
562;2827929;19254926;21/01/2010 0:00;Glu99 serves as a haem d ligand of cytochrome bd[cytochrome bd quinol oxidase, no strain indicated]
562;2827929;19274728;21/01/2010 0:00;"the unique electrostatic network of NhaA that connect the coupled clusters of the ""pH sensor"" with the binding site, which is crucial for pH activation of NhaA [NhaA, no strain indicated]"
