#Tax ID,Gene ID,Interaction short phrase,product accession.version,product name,PubMed ID (PMID) list,last update timestamp,GeneRIF text
9606,1803,enhanced by,NP_001926.2,dipeptidyl peptidase 4 isoform 1,18976975,2016-07-26 14:53,Knockdown of dipeptidyl-peptidase 4 (DPP4) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,1832,inhibited by,NP_004406.2,desmoplakin isoform I,22082156,2016-07-26 14:53,Knockdown of desmoplakin (DSP) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N
9606,1837,enhanced by,NP_001381.2,dystrobrevin alpha isoform 1,19460752,2016-07-26 14:53,"Knockdown of dystrobrevin, alpha (DTNA) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,1843,inhibited by,NP_004408.1,dual specificity protein phosphatase 1,17560945,2016-07-26 14:53,Knockdown of dual specificity protein phosphatase 1 (DUSP1) by siRNAs significantly enhances HIV-1 replication in human acute monocytic leukemia cells
9606,1855,enhanced by,NP_004412.2,segment polarity protein dishevelled homolog DVL-1 isoform 2,18976975,2016-07-26 14:53,"Knockdown of dishevelled, dsh homolog 1 (DVL1) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,1869,inhibited by,NP_005216.1,transcription factor E2F1,22082156,2016-07-26 14:53,Knockdown of E2F transcription factor 1 (E2F1) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N
9606,1909,enhanced by,NP_001948.1,endothelin-1 receptor isoform a precursor,18187620,2016-07-26 14:53,Knockdown of endothelin receptor type A (EDNRA) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,1915,restricted by,NP_001393.1,elongation factor 1-alpha 1,27783955,2017-09-12 10:58,HIV-1 NL4-3 replication is restricted by EEF1A1 as enhanced replication was discovered when EEF1A1 is deleted through CRISPR/Cas9 genome editing in primary CD4+ T cells
9606,1938,downregulates,NP_001952.1,elongation factor 2,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of EEF2
9606,1938,enhanced by,NP_001952.1,elongation factor 2,25229650,2016-07-26 14:53,SiRNA-mediated depletion of EEF2 protein inhibits HIV-1 replication and infectivity in human cells
9606,1947,downregulates,NP_004420.1,ephrin-B1 precursor,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of EFNB1
9606,1950,enhanced by,NP_001954.2,pro-epidermal growth factor isoform 1 preproprotein,18187620,2016-07-26 14:53,Knockdown of epidermal growth factor (EGF) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,1956,enhanced by,NP_005219.2,epidermal growth factor receptor isoform a precursor,18187620,2016-07-26 14:53,Knockdown of epidermal growth factor receptor (EGFR) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,1974,enhanced by,NP_001958.2,eukaryotic initiation factor 4A-II,18976975,2016-07-26 14:53,Knockdown of eukaryotic translation initiation factor 4A2 (EIF4A2) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,1981,downregulates,NP_001181875.1,eukaryotic translation initiation factor 4 gamma 1 isoform 6,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of EIF4G1
9606,1990,enhanced by,NP_001962.3,chymotrypsin-like elastase family member 1,20174665,2016-07-26 14:53,Screening in Jurkat T-cells with a short-hairpin-RNA (shRNA) library identifies elastase-1 (CELA1; serine protease) is important for HIV-1 replication
9606,1999,inhibited by,NP_004424.3,ETS-related transcription factor Elf-3,22082156,2016-07-26 14:53,"Knockdown of E74-like factor 3 (ets domain transcription factor, epithelial-specific; ELF3) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N"
9606,2030,downregulates,NP_001071645.1,equilibrative nucleoside transporter 1 isoform 1,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of SLC29A1
9606,2033,enhanced by,NP_001420.2,histone acetyltransferase p300 isoform 1,18854154,2016-07-26 14:53,Knockdown of E1A binding protein p300 (EP300) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,2034,enhanced by,NP_001421.2,endothelial PAS domain-containing protein 1,18854154,2016-07-26 14:53,Knockdown of endothelial PAS domain protein 1 (EPAS1) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,2034,enhanced by,NP_001421.2,endothelial PAS domain-containing protein 1,19460752,2016-07-26 14:53,Knockdown of endothelial PAS domain protein 1 (EPAS1) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,2035,enhanced by,NP_004428.1,protein 4.1 isoform 6,19460752,2016-07-26 14:53,"Knockdown of erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) (EPB41) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,2059,enhanced by,NP_004438.3,epidermal growth factor receptor kinase substrate 8 isoform b,18187620,2016-07-26 14:53,Knockdown of epidermal growth factor receptor pathway substrate 8 (EPS8) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,2060,enhanced by,NP_001972.1,epidermal growth factor receptor substrate 15 isoform A,25496667,2016-07-26 14:53,Knockdown of EPS15 by shRNA significantly inhibits HIV-1 replication in CD4+ T-cells
9606,2067,enhanced by,NP_001974.1,DNA excision repair protein ERCC-1 isoform 2,18854154,2016-07-26 14:53,"Knockdown of excision repair cross-complementing rodent repair deficiency, complementation group 1 (ERCC1) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1"
9606,2071,enhanced by,NP_000113.1,general transcription and DNA repair factor IIH helicase subunit XPB isoform a,18187620,2016-07-26 14:53,"Knockdown of excision repair cross-complementing rodent repair deficiency, complementation group 3 (ERCC3) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells"
9606,2073,enhanced by,NP_000114.2,DNA repair protein complementing XP-G cells,18854154,2016-07-26 14:53,"Knockdown of excision repair cross-complementing rodent repair deficiency, complementation group 5 (ERCC5) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1"
9606,2079,enhanced by,NP_004441.1,enhancer of rudimentary homolog,19460752,2016-07-26 14:53,"Knockdown of enhancer of rudimentary homolog (Drosophila, ERH) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,2101,inhibited by,NP_004442.3,steroid hormone receptor ERR1 isoform 1,22082156,2016-07-26 14:53,Knockdown of estrogen-related receptor alpha (ESRRA) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N
9606,2107,enhanced by,NP_004721.1,eukaryotic peptide chain release factor subunit 1 isoform 1,18187620,2016-07-26 14:53,Knockdown of eukaryotic translation termination factor 1 (ETF1) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,2114,enhanced by,NP_005230.1,protein C-ets-2 isoform 1,18854154,2016-07-26 14:53,"Knockdown of v-ets erythroblastosis virus E26 oncogene homolog 2 (avian, ETS2) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1"
9606,2117,enhanced by,NP_005231.1,ETS translocation variant 3 isoform 2,18976975,2016-07-26 14:53,Knockdown of ets variant 3 (ETV3) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,2122,enhanced by,NP_004982.2,histone-lysine N-methyltransferase MECOM isoform c,18976975,2016-07-26 14:53,Knockdown of MDS1 and EVI1 complex locus (MECOM) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,2123,enhanced by,NP_055025.2,protein EVI2A isoform 2 precursor,18976975,2016-07-26 14:53,Knockdown of ecotropic viral integration site 2A (EVI2A) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,2124,inhibited by,NP_006486.3,protein EVI2B precursor,22082156,2016-07-26 14:53,Knockdown of ecotropic viral integration site 2B (EVI2B) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N
9606,2146,enhanced by,NP_004447.2,histone-lysine N-methyltransferase EZH2 isoform a,20174665,2016-07-26 14:53,Screening in Jurkat T-cells with a short-hairpin-RNA (shRNA) library identifies enhancer of zeste homolog 2 (EZH2) is important for HIV-1 replication
9606,2147,regulated by,NP_000497.1,prothrombin preproprotein,18976975,2016-07-26 14:53,"Knockdown of coagulation factor II (prothrombin; F2) by siRNA has both activating and inhibiting activities on HIV-1 replication in HeLa P4/R5 cells, suggesting a regulatory role in HIV replication"
9606,2149,inhibited by,NP_001298242.1,proteinase-activated receptor 1 isoform 2,26283733,2016-07-26 14:53,"HIV-1 infectivity is decreased by F2R (PAR1), but not F2R (PAR1) mutant R46A, overexpression in the virus producing cells (HEK293T)"
9606,2168,enhanced by,NP_001434.1,"fatty acid-binding protein, liver",18854154,2016-07-26 14:53,"Knockdown of fatty acid binding protein 1, liver (FABP1) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1"
9606,2185,inhibited by,NP_004094.3,protein-tyrosine kinase 2-beta isoform a,24413044,2016-07-26 14:53,Knockdown of protein tyrosine kinase 2 beta (PTK2B) by siRNA enhances HIV-1 infectivity in Jurkat cells
9606,2185,upregulates,NP_004094.3,protein-tyrosine kinase 2-beta isoform a,25924204,2017-09-15 11:26,HIV/tuberculosis coinfection upregulates PTK2B expression in pleural fluid mononuclear cells (PFMC) isolated from antiretroviral-naive coinfected patients (relative to patients infected with tuberculosis only)
9606,2214,affected by,NP_000560.6,low affinity immunoglobulin gamma Fc region receptor III-A isoform a,26613093,2017-09-12 10:58,HIV-1 is vertically transmitted more readily by mothers who are heterozygous for high-affinity and low-affinity FCGR3A
9606,2220,inhibited by,NP_004099.2,ficolin-2 isoform a precursor,27576476,2017-09-15 11:26,HIV-1 NL4-3 replication is inhibited by exogenous addition of FCN2 (ficolin-2) in TZM-bl cells
9606,2220,upregulates,NP_004099.2,ficolin-2 isoform a precursor,27576476,2017-09-15 11:26,Clinical samples from HIV-1 infected patients have upregulated levels of FCN2 (ficolin-2)
9606,2220,upregulates,NP_004099.2,ficolin-2 isoform a precursor,27576476,2017-09-15 11:26,HIV-1 NL4-3 and JRFL upregulate expression of FCN2 (ficolin-2) in HEK293T cells
9606,2252,enhanced by,NP_002000.1,fibroblast growth factor 7 precursor,19460752,2016-07-26 14:53,Knockdown of fibroblast growth factor 7 (FGF7) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,2260,downregulates,NP_001167534.1,fibroblast growth factor receptor 1 isoform 10 precursor,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of FGFR1
9606,2275,enhanced by,NP_004459.2,four and a half LIM domains protein 3 isoform 1,18187620,2016-07-26 14:53,Knockdown of four and a half LIM domains 3 (FHL3) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,2309,enhanced by,NP_001446.1,forkhead box protein O3 isoform 1,19460752,2016-07-26 14:53,Knockdown of forkhead box O3 (FOXO3) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,2314,enhanced by,NP_002009.1,protein flightless-1 homolog isoform 1,18187620,2016-07-26 14:53,Knockdown of flightless I homolog (FLII) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,2315,enhanced by,NP_005502.1,melanoma antigen recognized by T-cells 1,18976975,2016-07-26 14:53,Knockdown of melan-A (MLANA) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,2334,enhanced by,NP_002016.2,AF4/FMR2 family member 2 isoform 1,19460752,2016-07-26 14:53,"Knockdown of AF4/FMR2 family, member 2 (AFF2) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,2339,enhanced by,NP_002018.1,protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,18187620,2016-07-26 14:53,"Knockdown of farnesyltransferase, CAAX box, alpha (FNTA) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells"
9606,2356,enhanced by,NP_004948.4,"folylpolyglutamate synthase, mitochondrial isoform a precursor",18854154,2016-07-26 14:53,Knockdown of folylpolyglutamate synthase (FPGS) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,2519,inhibited by,NP_114409.2,plasma alpha-L-fucosidase precursor,22082156,2016-07-26 14:53,"Knockdown of fucosidase, alpha-L- 2, plasma (FUCA2) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N"
9606,2523,inhibited by,NP_000139.1,"galactoside alpha-(1,2)-fucosyltransferase 1",22082156,2016-07-26 14:53,"Knockdown of fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group; FUT1) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N"
9606,2537,downregulates,NP_075010.1,interferon alpha-inducible protein 6 isoform b precursor,27655726,2017-09-15 11:26,"HIV-1 LAI infection downregulates UBD (FAT10) and IFI6 mRNA levels in HeLa cells, which results from IFNG signaling inhibition"
9606,2547,restricted by,NP_001460.1,X-ray repair cross-complementing protein 6 isoform 1,27783955,2017-09-12 10:58,HIV-1 NL4-3 replication is restricted by XRCC6 as enhanced replication was discovered when XRCC6 is deleted through CRISPR/Cas9 genome editing in primary CD4+ T cells
9606,2553,enhanced by,NP_002032.2,GA-binding protein subunit beta-1 isoform gamma 1,18976975,2016-07-26 14:53,"Knockdown of GA binding protein transcription factor, beta subunit 1 (GABPB1) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,2581,enhanced by,NP_000144.2,galactocerebrosidase isoform a precursor,19460752,2016-07-26 14:53,Knockdown of galactosylceramidase (GALC) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,2595,inhibited by,NP_937784.2,neutral alpha-glucosidase C isoform 1,22082156,2016-07-26 14:53,"Knockdown of glucosidase, alpha; neutral C (GANC) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N"
9606,2596,inhibited by,NP_002036.1,neuromodulin isoform 2,22082156,2016-07-26 14:53,Knockdown of growth associated protein 43 (GAP43) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N
9606,2597,inhibited by,NP_002037.2,glyceraldehyde-3-phosphate dehydrogenase isoform 1,23237566,2016-07-26 14:53,Knockdown of GAPDH by siRNA enhances HIV-1 infectivity in TZM-bl cells
9606,2618,downregulates,NP_000810.1,trifunctional purine biosynthetic protein adenosine-3 isoform 1,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of GART
9606,2629,enhanced by,NP_000148.2,lysosomal acid glucosylceramidase isoform 1 precursor,19460752,2016-07-26 14:53,"Knockdown of glucosidase, beta, acid (GBA; GLUC) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,2631,enhanced by,NP_001474.1,protein NipSnap homolog 2 isoform 1,18187620,2016-07-26 14:53,Knockdown of glioblastoma amplified sequence (GBAS) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,2645,enhanced by,NP_000153.1,hexokinase-4 isoform 1,18187620,2016-07-26 14:53,Knockdown of glucokinase (hexokinase 4) (GCK) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,2648,enhanced by,NP_066564.2,histone acetyltransferase KAT2A isoform 1,18187620,2016-07-26 14:53,Knockdown of K(lysine) acetyltransferase 2A (KAT2A; GCN5L2) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,2648,requires,NP_066564.2,histone acetyltransferase KAT2A isoform 1,27783955,2017-09-12 10:58,HIV-1 NL4-3 replication requires KAT2A as replication is inhibited when KAT2A is deleted through CRISPR/Cas9 genome editing
9606,2689,enhanced by,NP_002050.1,growth hormone variant isoform 1 precursor,18976975,2016-07-26 14:53,Knockdown of growth hormone 2 (GH2) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,2730,enhanced by,NP_002052.1,glutamate--cysteine ligase regulatory subunit isoform 1,19460752,2016-07-26 14:53,"Knockdown of glutamate-cysteine ligase, modifier subunit (GCLM) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,2739,enhanced by,NP_006699.2,lactoylglutathione lyase,19460752,2016-07-26 14:53,Knockdown of glyoxalase I (GLO1) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,2760,inhibited by,NP_000396.2,ganglioside GM2 activator isoform 1 precursor,18976975,2016-07-26 14:53,Knockdown of GM2 ganglioside activator (GM2A) by siRNA enhances HIV-1 replication in HeLa P4/R5 cells
9606,2762,enhanced by,NP_001491.1,"GDP-mannose 4,6 dehydratase isoform 1",19460752,2016-07-26 14:53,"Knockdown of GDP-mannose 4,6-dehydratase (GMDS) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,2765,enhanced by,NP_002057.1,glycosyl-phosphatidylinositol-anchored molecule-like protein precursor,18187620,2016-07-26 14:53,Knockdown of glycosylphosphatidylinositol anchored molecule like protein (GML) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,2785,inhibited by,NP_036334.1,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3,22082156,2016-07-26 14:53,"Knockdown of guanine nucleotide binding protein (G protein), gamma 3 (GNG3) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N"
9606,2820,enhanced by,NP_000399.3,"glycerol-3-phosphate dehydrogenase, mitochondrial precursor",18976975,2016-07-26 14:53,Knockdown of glycerol-3-phosphate dehydrogenase 2 (GPD2) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,2822,enhanced by,NP_001494.2,phosphatidylinositol-glycan-specific phospholipase D precursor,19460752,2016-07-26 14:53,Knockdown of glycosylphosphatidylinositol specific phospholipase D1 (GPLD1) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,2879,enhanced by,NP_002076.2,phospholipid hydroperoxide glutathione peroxidase isoform A precursor,19460752,2016-07-26 14:53,Knockdown of glutathione peroxidase 4 (GPX4) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,2889,enhanced by,NP_005303.2,rap guanine nucleotide exchange factor 1 isoform a,18187620,2016-07-26 14:53,Knockdown of Rap guanine nucleotide exchange factor 1 (RAPGEF1) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,2891,enhanced by,NP_000817.2,glutamate receptor 2 isoform 1 precursor,18976975,2016-07-26 14:53,"Knockdown of glutamate receptor, ionotropic, AMPA 2 (GRIA2) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,2904,enhanced by,NP_000825.2,"glutamate receptor ionotropic, NMDA 2B isoform a precursor",18976975,2016-07-26 14:53,"Knockdown of glutamate receptor, ionotropic, N-methyl D-aspartate 2B (GRIN2B) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,2907,regulated by,NP_000828.1,protein lifeguard 1,18976975,2016-07-26 14:53,"Knockdown of glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (GRINA) by siRNA has both activating and inhibiting activities on HIV-1 replication in HeLa P4/R5 cells, suggesting a regulatory role in HIV replication"
9606,2919,incorporates,NP_001502.1,growth-regulated alpha protein precursor,27211553,2017-09-15 11:26,"HIV-1 infected clinical samples have plasma extracellular vesicles that contain elevated CCL1 (I309), IGFBP1, CCL5 (RANTES), GMCSF, ANG, ADIPOQ (ACRP30), CSF3 (GCSF), CXCL1 (GRO), ICAM1, IL2RA, IL6R, TNFRSF1A, and TIMP1 when compared to healthy donors"
9606,2923,enhanced by,NP_005304.3,protein disulfide-isomerase A3 precursor,18976975,2016-07-26 14:53,"Knockdown of protein disulfide isomerase family A, member 3 (PDIA3) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,2934,enhanced by,NP_000168.1,gelsolin isoform a precursor,23575248,2016-07-26 14:53,Knockdown of gelsolin by siRNA inhibits early HIV-1 infection and HIV-1 Env (gp120/gp41)-mediated membrane fusion in permissive lymphocytes
9606,2954,inhibited by,NP_665877.1,maleylacetoacetate isomerase isoform 1,22082156,2016-07-26 14:53,Knockdown of glutathione transferase zeta 1 (GSTZ1) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N
9606,2957,enhanced by,NP_056943.1,transcription initiation factor IIA subunit 1 isoform 1,18976975,2016-07-26 14:53,"Knockdown of general transcription factor IIA, 1, 19/37kDa (GTF2A1) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,2960,enhanced by,NP_005504.2,general transcription factor IIE subunit 1,22404213,2016-07-26 14:53,"Knockdown of general transcription factor IIE, polypeptide 1, alpha 56kDa (GTF2E1; TFIIE1) by siRNA inhibits HIV-1 replication in CD4+/CCR5+/CXCR4+ TZM-bl HeLa cells"
9606,2961,enhanced by,NP_002086.1,transcription initiation factor IIE subunit beta isoform 1,22404213,2016-07-26 14:53,"Knockdown of general transcription factor IIE, polypeptide 2, beta 34kDa (GTF2E2; TFIIE-B) by siRNA inhibits HIV-1 replication in CD4+/CCR5+/CXCR4+ TZM-bl HeLa cells"
9606,2962,enhanced by,NP_002087.2,general transcription factor IIF subunit 1,18976975,2016-07-26 14:53,"Knockdown of general transcription factor IIF, polypeptide 1 (GTF2F1) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,2965,enhanced by,NP_005307.1,general transcription factor IIH subunit 1,18976975,2016-07-26 14:53,"Knockdown of general transcription factor IIH, polypeptide 1 (GTF2H1) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,2966,enhanced by,NP_001506.1,general transcription factor IIH subunit 2 isoform a,18854154,2016-07-26 14:53,"Knockdown of general transcription factor IIH, polypeptide 2 (GTF2H2, 44kDa) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1"
9606,3020,enhanced by,NP_002098.1,histone H3.3,18187620,2016-07-26 14:53,"Knockdown of H3 histone, family 3A (H3F3A) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells"
9606,3037,inhibited by,NP_005319.1,hyaluronan synthase 2,22404213,2016-07-26 14:53,Knockdown of hyaluronan synthase 2 (HAS2) by siRNA enhances HIV-1 replication in CD4+/CCR5+/CXCR4+ TZM-bl HeLa cells
9606,3043,downregulates,NP_000509.1,hemoglobin subunit beta,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of HBB
9606,3065,enhanced by,NP_004955.2,histone deacetylase 1,18854154,2016-07-26 14:53,Knockdown of histone deacetylase 1 (HDAC1) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,3071,downregulates,NP_001171905.1,nck-associated protein 1-like isoform 2,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of NCKAP1L
9606,3105,downregulates,NP_001229687.1,"HLA class I histocompatibility antigen, A alpha chain isoform A*01:01:01:01 precursor",26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of HLA-A
9606,3105,downregulates,NP_001229687.1,"HLA class I histocompatibility antigen, A alpha chain isoform A*01:01:01:01 precursor",26497177,2017-09-15 11:26,Capsid expressing (p24+) cells from pleural fluid of HIV-1/TB coinfected patients or in vitro infected PBMC (NL4-3 or NLAD8) downregulate HLA-A/B/C and BST2 (Tetherin) concomitantly with CD4 downregulation
9606,3106,downregulates,NP_005505.2,"major histocompatibility complex, class I, B precursor",26497177,2017-09-15 11:26,Capsid expressing (p24+) cells from pleural fluid of HIV-1/TB coinfected patients or in vitro infected PBMC (NL4-3 or NLAD8) downregulate HLA-A/B/C and BST2 (Tetherin) concomitantly with CD4 downregulation
9606,3107,downregulates,NP_002108.4,"HLA class I histocompatibility antigen, C alpha chain precursor",26497177,2017-09-15 11:26,Capsid expressing (p24+) cells from pleural fluid of HIV-1/TB coinfected patients or in vitro infected PBMC (NL4-3 or NLAD8) downregulate HLA-A/B/C and BST2 (Tetherin) concomitantly with CD4 downregulation
9606,3111,enhanced by,NP_002110.1,"HLA class II histocompatibility antigen, DO alpha chain precursor",18976975,2016-07-26 14:53,"Knockdown of major histocompatibility complex, class II, DO alpha (HLA-DOA) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,3122,upregulates,NP_061984.2,"HLA class II histocompatibility antigen, DR alpha chain precursor",26757431,2017-09-15 11:26,Clinical trophoblast microparticle samples from HIV-1 infected patients upregulates HLA-DR (MHC-II) expression on dendritic cells upon exposure
9606,3122,upregulates,NP_061984.2,"HLA class II histocompatibility antigen, DR alpha chain precursor","25386736,26764036",2017-09-15 11:26,"HIV-1 infection upregulates HLA-DR (MHC-II) and CD38 on CD4+ and CD8+ T cells in clinical, patient samples"
9606,3123,upregulates,NP_002115.2,"major histocompatibility complex, class II, DR beta 1 precursor","25386736,26764036",2017-09-15 11:26,"HIV-1 infection upregulates HLA-DR (MHC-II) and CD38 on CD4+ and CD8+ T cells in clinical, patient samples"
9606,3123,upregulates,NP_002115.2,"major histocompatibility complex, class II, DR beta 1 precursor",26757431,2017-09-15 11:26,Clinical trophoblast microparticle samples from HIV-1 infected patients upregulates HLA-DR (MHC-II) expression on dendritic cells upon exposure
9606,3140,enhanced by,NP_001522.1,major histocompatibility complex class I-related gene protein isoform 1 precursor,18187620,2016-07-26 14:53,"Knockdown of major histocompatibility complex, class I-related (MR1) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells"
9606,3140,enhanced by,NP_001522.1,major histocompatibility complex class I-related gene protein isoform 1 precursor,19460752,2016-07-26 14:53,"Knockdown of major histocompatibility complex, class I-related, isoform 4 (MR1) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,3146,enhanced by,NP_002119.1,high mobility group protein B1 isoform 1,18854154,2016-07-26 14:53,Knockdown of high mobility group box 1 (HMGB1) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,3157,enhanced by,NP_002121.4,"hydroxymethylglutaryl-CoA synthase, cytoplasmic isoform 1",18854154,2016-07-26 14:53,Knockdown of 3-hydroxy-3-methylglutaryl-CoA synthase 1 (HMGCS1) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,3162,decreases,NP_002124.1,heme oxygenase 1,26269184,2017-09-15 11:26,"HIV-1 (BAL-1, Jago, SF162, YU2, ADA, 89.6, Doge, JR-CSF, BL-3, JRFL and HIV-2 TYBE) replication decreases HMOX1 expression in monocyte-derived macrophages; extent of replication appears to be proportional to extent HMOX1 deficiency"
9606,3166,regulated by,NP_061815.2,homeobox protein HMX1 isoform 1,18976975,2016-07-26 14:53,"Knockdown of H6 family homeobox 1 (HMX1) by siRNA has both activating and inhibiting activities on HIV-1 replication in HeLa P4/R5 cells, suggesting a regulatory role in HIV replication"
